-0.501823	-0.501823	-0.501823	-0.501823	-0.501823	
1.13811	2.27623	3.41434	4.55245	5.69056	
-50000	-50000	-50000	-50000	-50000	
-0.183936	-0.183936	-0.183936	-0.183936	-0.183936	
1	1	1	1	1	
-0.00117753	-0.00168662	-0.00205998	-0.00235497	-0.00259884	
-0.998959	0.0911526	0.990641	-0.181546	-0.974076	
-0.734342	-0.540299	-0.298147	-0.146243	-0.0672497	
0.216906	4.61324	8.51978	16.3761	24.7055	
1	1.33436	2.9672	2.47476	0.633474	
0.195397	0.195397	0.195397	0.195397	0.195397	
-50000	-50000	-50000	-50000	-50000	
0.986221	0.986221	0.986221	0.986221	0.986221	
-50000	1	1	1	1	
-50000	-50000	-50000	-50000	-50000	
-1	-4	-27	-256	-3125	
2.31978	2.48258	1.15156	0.469164	0.383305	
10.0174	20.0347	30.0521	40.0695	50.0869	
-50000	-1.43309	-1.95267	-2.52623	-3.11374	
1.03099	0.515496	0.343664	0.257748	0.206198	
-0.911734	0.448356	0.328595	-0.370662	-0.726003	
-50000	0.561639	0.531532	0.561639	0.604712	
-50000	0.120334	0.190725	0.240668	0.279407	
-50000	-50000	-50000	-50000	-50000	
0.284275	0.284275	0.284275	0.284275	0.284275	
2.71828	2.71828	2.71828	2.71828	2.71828	
-0.485949	-0.485949	-0.485949	-0.485949	-0.485949	
-0.581327	-0.581327	-0.581327	-0.581327	-0.581327	
0.991331	1.99133	2.99133	3.99133	4.99133	
-0.330021	-0.330021	-0.330021	-0.330021	-0.330021	
-0.841471	-0.909297	-0.14112	0.756802	0.958924	
-1.46489	-1.46489	-1.46489	-1.46489	-1.46489	
-1.2565	-2.51301	-3.76951	-5.02601	-6.28252	
1.71653	0.659583	0.371579	0.520147	1.32798	
0.0556362	-0.637511	-1.04298	-1.33066	-1.5538	
1.1884	1.09975	7.08617	-1.32135	-1.04284	
0.000243654	0.000134223	0.00276419	-50000	-50000	
-0.95939	-0.95939	-0.95939	-0.95939	-0.95939	
-708.396	-708.396	-708.396	-708.396	-708.396	
36.357	36.2096	36.0622	35.9148	35.7674	
-50000	0.549486	0.446852	0.402547	0.37646	
1.17525	1.17525	1.17525	1.17525	1.17525	
-3.67622	-7.35244	-11.0287	-14.7049	-18.3811	
0.909297	-0.756802	-0.279415	0.989358	-0.544021	
0.28347	0.28347	0.28347	0.28347	0.28347	
0	-0.0310338	-0.0380565	-0.0413783	-0.0433833	
-50000	-1	-1	-1	-1	
-0.498595	0.194552	0.600017	0.887699	1.11084	
-0.00198702	-0.00198702	-0.00198702	-0.00198702	-0.00198702	
-0.515305	-0.515305	-0.515305	-0.515305	-0.515305	
708.396	709.09	709.495	709.783	710.006	
-0.926216	-0.926216	-0.926216	-0.926216	-0.926216	
0.540302	-0.653644	-0.91113	-0.957659	0.991203	
-0.851799	-0.851799	-0.851799	-0.851799	-0.851799	
0	0.638961	0.890577	0.983028	0.999254	
0.468688	0.937376	1.21154	1.40606	1.55695	
-0.249169	-0.498338	-0.747507	-0.996677	-1.24585	
-0.615626	-50000	-50000	-50000	-1.25997	
-1.23915	-1.23915	-1.23915	-1.23915	-1.23915	
-1.83713	-2.83713	-3.83713	-4.83713	-5.83713	
-0.3603	-0.3603	-0.3603	-0.3603	-0.3603	
0.143697	0.143697	0.143697	0.143697	0.143697	
1.01279	3.97807	14.9691	47.7762	139.886	
2.14093	1.64093	1.47426	1.39093	1.34093	
1	1	0.999999	0.999998	0.999997	
-0.926808	-0.696098	0.40399	0.999523	0.346721	
-0.280699	-0.212873	-0.98105	-1.87897	-2.08109	
-1.0175	-1.0175	-1.0175	-1.0175	-1.0175	
1	0	0	0	0	
-0.615626	-50000	-50000	-50000	-1.25997	
1	4	27	256	3125	
-50000	-0.883023	9.22938	3.73051	3.10482	
-50000	-50000	-50000	-50000	-50000	
-1.48913	-2.97826	-4.4674	-5.95653	-7.44566	
0.540302	0.877583	0.944957	0.968912	0.980067	
-1.80793	-5.34605	-11.8562	-23.3726	-43.1955	
-50000	0.265808	0.406999	0.446183	0.463486	
-0.12583	-0.12583	-0.12583	-0.12583	-0.12583	
-0.90228	-0.90228	-0.90228	-0.90228	-0.90228	
-50000	0.0555948	0.0233843	0.0138987	0.00957735	
0	0.638961	0.890577	0.983028	0.999254	
-50000	1.39552	0.986816	1.28043	1.57828	
0.540302	0.540302	0.540302	0.540302	0.540302	
-1.47659	-1.47659	-1.47659	-1.47659	-1.47659	
4.06717	10.1343	36.2015	268.269	3140.34	
1	1	1	1	1	
1	0.769239	0.454832	0.183457	-0.038632	
-0.615626	-50000	-50000	-50000	-1.25997	
-0.995716	-0.615797	0.330282	0.972702	0.720824	
-50000	-50000	-50000	-50000	-50000	
-1.16445	-1.16445	-1.16445	-1.16445	-1.16445	
-2.10168	-2.10168	-2.10168	-2.10168	-2.10168	
0.115497	0.097053	0.696285	6.96796	11.7025	
0	-1.41047	-1.04142	-0.856576	-0.73763	
0	0	0	0	0	
-50000	-1.03512	0.18494	-50000	-50000	
7.38906	54.5982	403.429	2980.96	22026.5	
-50000	-50000	-50000	-50000	-50000	
0.000124058	-0.000917807	-0.00151069	-0.00192694	-0.00224799	
0.841471	0.953571	0.52063	-50000	-50000	
0.399326	0.399326	0.399326	0.399326	0.399326	
0.996396	0.996396	0.996396	0.996396	0.996396	
-0.966564	-0.966564	-0.966564	-0.966564	-0.966564	
-50000	1.97252	1.97196	1.43183	0.386632	
0.909378	0.141311	-0.756676	-0.958979	-0.279601	
-0.841471	-0.909297	-0.14112	0.756802	0.958924	
1.28142	3.23787	4.81172	5.47537	5.53806	
0.188814	0.0944068	0.0629379	0.0472034	0.0377627	
