0.116652	0.116652	0.116652	0.116652	0.116652	
2.71828	2.71828	2.71828	2.71828	2.71828	
-2.53933	-1.84618	-1.44072	-1.15304	-0.929892	
7.69422	7.76205	6.99387	6.09595	5.89382	
3248.69	3248.69	3248.69	3248.69	3248.69	
0	1.38629	2.19722	2.77259	3.21888	
0.841471	-0.756802	0.956376	-0.999208	0.773719	
1	2	3	4	5	
2.71913	2.91751	3.05133	3.15525	3.2414	
-50000	-50000	-50000	-50000	-50000	
-0.976762	-0.976762	-0.976762	-0.976762	-0.976762	
0.410781	0.893855	0.944471	-0.928768	-0.687691	
0.64243	0.64243	0.64243	0.64243	0.64243	
-50000	-50000	-50000	-50000	-50000	
-1.40956	-1.40956	-1.40956	-1.40956	-1.40956	
0.492771	0.492771	0.492771	0.492771	0.492771	
-0.172604	-0.095083	-1.95814	-50000	-50000	
-50000	0.000517384	-0.000132762	-0.00046109	-0.000671778	
0.0382688	0.0382688	0.0382688	0.0382688	0.0382688	
-0.468784	-0.468784	-0.468784	-0.468784	-0.468784	
-1.41729	-1.41729	-1.41729	-1.41729	-1.41729	
1.10865	2.10865	3.10865	4.10865	5.10865	
1.71653	0.659583	0.371579	0.520147	1.32798	
0.903365	0.903365	0.903365	0.903365	0.903365	
0.540302	0.877583	0.944957	0.968912	0.980067	
0.296749	0.148374	0.0989162	0.0741872	0.0593497	
-50000	-50000	-50000	-50000	-50000	
1.27646	0.638229	0.425486	0.319115	0.255292	
28.2561	-50000	-50000	-50000	57.8303	
21.7172	-50000	-50000	-50000	0.769314	
-0.461641	-0.461641	-0.461641	-0.461641	-0.461641	
-0.420007	-0.647189	0.963654	-0.162293	-0.827326	
0	0.000978474	0.00155084	0.00195695	0.00227195	
0	0.832555	1.03185	1.08509	1.09985	
0.415902	0.415902	0.415902	0.415902	0.415902	
0.93903	3.93903	26.939	255.939	3124.94	
-0.992015	-1.47201	-1.95201	-2.43201	-2.91201	
0.506753	0.240919	0.114537	0.0544528	0.0258878	
0.587537	1.75733	2.79774	3.8058	4.80091	
0.989393	0.412338	-0.543819	-0.999991	-0.536776	
-2.12129	-6.79207	-19.4885	-54.0012	-147.816	
0.222547	0.222547	0.222547	0.222547	0.222547	
0.841471	3.63719	1.27008	-12.1088	-23.9731	
0.410781	0.893855	0.944471	-0.928768	-0.687691	
-0.00221494	-0.00362658	-0.00503822	-0.00644986	-0.0078615	
0.762118	0.762118	0.762118	0.762118	0.762118	
-0.436188	-0.471347	-0.0731516	0.392299	0.497072	
0.297082	-0.642966	-0.991874	-0.428857	0.528449	
-1.29697	-5.18789	-11.6728	-20.7516	-32.4243	
-50000	-0.818769	-0.818769	-0.818769	-0.818769	
0.371557	0.185779	0.123852	0.0928893	0.0743115	
-2.71828	-7.38906	-20.0855	-54.5982	-148.413	
-0	0.000978474	0.00155084	0.00195695	0.00227195	
0.745624	0.789072	0.140652	-0.6866	-0.818574	
-3.77612	-6.6405	-9.50489	-12.3693	-15.2337	
15.1543	3.89285	2.47464	1.97303	1.72229	
0.518644	1.93199	2.974	3.86398	4.67066	
0.841471	0.479426	0.327195	0.247404	0.198669	
0.0931164	0.186233	0.279349	0.372466	0.465582	
16.3164	9.56919	6.76975	5.23753	4.27088	
-50000	-0.771031	-0.324311	-0.192758	-0.132826	
1	2	3	4	5	
-50000	-50000	-50000	-50000	-50000	
-0.607983	-0.996581	-0.468927	0.489856	0.998268	
-0.900222	-0.886615	-0.872826	-0.858851	-0.844689	
1.72377	2.97139	5.12201	8.82918	15.2195	
-50000	-50000	-50000	-50000	-50000	
-0.00141164	-0.00141164	-0.00141164	-0.00141164	-0.00141164	
1	0.532444	0.856384	2.85523	4.68014	
-0.525039	-0.525039	-0.525039	-0.525039	-0.525039	
-1.40596	-2.40596	-3.40596	-4.40596	-5.40596	
-0.673789	-0.490175	-0.962716	0.95033	0.994247	
-708.396	-708.396	-708.396	-708.396	-708.396	
-0	-50000	-50000	-50000	-3.47223	
0	0.716577	1.01336	0.780986	0.6336	
-1	-0.5	-0.333333	-0.25	-0.2	
0.605937	-0.466699	-1.11025	-0.733047	0.318121	
0	1.6142	2.71924	3.76569	4.79276	
-8.05996e-05	-8.05996e-05	-8.05996e-05	-8.05996e-05	-8.05996e-05	
-0.546795	0.146353	0.551818	0.8395	1.06264	
-1.36026	-2.72052	-4.08078	-5.44104	-6.80131	
-50000	1.3603	2.26178	3.22683	4.20833	
1.28587	1.28587	1.28587	1.28587	1.28587	
-2	-4.13114	-6.3177	-8.54174	-10.7944	
0.410781	0.893855	0.944471	-0.928768	-0.687691	
55.0841	55.0841	55.0841	55.0841	55.0841	
1.02716	1.02716	1.02716	1.02716	1.02716	
1	16	243	4096	78125	
-0	-4.39726	-6.96949	-8.79451	-10.2101	
1.45184	1.45184	1.45184	1.45184	1.45184	
0.318056	1.31806	2.31806	3.31806	4.31806	
-0.411858	3.40424	0.881217	6.28863	1.77483	
