-50000	0.0014427	0.000910239	0.000721348	0.000621335	0.000558111	0.000513898	0.000480898	0.00045512	0.000434294	0.000417032	0.00040243	0.000389871	0.000378923	0.000369269	0.000360674	0.000352956	0.000345976	0.000339623	0.000333808	
0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.011	0.012	0.013	0.014	0.015	0.016	0.017	0.018	0.019	0.02	
0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	0.00145734	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	-50000	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
0.00271828	0.00164872	0.00139561	0.00128403	0.0012214	0.00118136	0.00115356	0.00113315	0.00111752	0.00110517	0.00109517	0.0010869	0.00107996	0.00107404	0.00106894	0.00106449	0.00106059	0.00105713	0.00105404	0.00105127	
2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	2.22507e-311	
0.00184147	0.0029093	0.00314112	0.0032432	0.00404108	0.00572058	0.00765699	0.00898936	0.00941212	0.00945598	0.01	0.0114634	0.0134202	0.0149906	0.0156503	0.0157121	0.0160386	0.017249	0.0191499	0.0209129	
-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	-0.0132789	
-0.001	-0.0005	-0.000333333	-0.00025	-0.0002	-0.000166667	-0.000142857	-0.000125	-0.000111111	-0.0001	-9.09091e-05	-8.33333e-05	-7.69231e-05	-7.14286e-05	-6.66667e-05	-6.25e-05	-5.88235e-05	-5.55556e-05	-5.26316e-05	-5e-05	
0.00271828	0.00738906	0.0200855	0.0545982	0.148413	0.403429	1.09663	2.98096	8.10308	22.0265	59.8741	162.755	442.413	1202.6	3269.02	8886.11	24155	65660	178482	485165	
0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	0.00026634	
0.001	0.0005	0.000333333	0.00025	0.0002	0.000166667	0.000142857	0.000125	0.000111111	0.0001	9.09091e-05	8.33333e-05	7.69231e-05	7.14286e-05	6.66667e-05	6.25e-05	5.88235e-05	5.55556e-05	5.26316e-05	5e-05	
-0.000344123	-0.000172062	-0.000114708	-8.60308e-05	-6.88247e-05	-5.73539e-05	-4.91605e-05	-4.30154e-05	-3.82359e-05	-3.44123e-05	-3.12839e-05	-2.86769e-05	-2.6471e-05	-2.45802e-05	-2.29416e-05	-2.15077e-05	-2.02425e-05	-1.9118e-05	-1.81118e-05	-1.72062e-05	
0.00171653	0.000659583	0.000371579	0.000520147	0.00132798	0.00261214	0.00212528	0.00086459	0.00040207	0.000432112	0.00100444	0.00232531	0.00247799	0.00114653	0.000467812	0.00038379	0.000759448	0.00193541	0.00268775	0.00150393	
0.00125396	0.00225396	0.00325396	0.00425396	0.00525396	0.00625396	0.00725396	0.00825396	0.00925396	0.010254	0.011254	0.012254	0.013254	0.014254	0.015254	0.016254	0.017254	0.018254	0.019254	0.020254	
